40.3804	6128.85
45.02	7412.41
49.653	14242.7
54.2816	22559.9
58.9057	32878.6
63.5254	30517.1
68.1428	26586.2
72.7558	25283.4
77.3623	24554.3
81.9644	24367.9
86.5642	24319.6
91.1596	28429.2
95.7506	34290.3
100.337	35471.5
104.917	29551.3
109.495	21988.5
114.069	17701.9
118.636	14481.8
123.203	11983.4
127.763	10157
132.319	8454.3
136.869	6889.01
141.418	5396.5
145.959	4256.41
150.5	3530.67
155.034	2817.77
159.564	2339.27
164.09	2034.03
168.612	1841.18
173.131	1640.93
177.644	1425.82
182.152	1214.82
186.654	1144.97
191.156	1245.43
195.652	1270.08
200.143	1298.17
204.632	1285.15
209.113	1387.92
213.592	1531.78
218.066	1701.71
222.536	1827.34
227.004	1760.99
231.463	1576.79
235.922	1292.09
240.375	987.956
244.824	830.635
249.267	644.542
253.707	507.422
258.143	352.49
262.575	212.146
267.003	128.608
271.424	73.3804
275.843	22.145
280.256	30.4438
284.667	156.624
289.074	325.762
293.474	518.797
297.87	571.053
302.262	446.293
306.65	288.437
311.036	140.689
315.416	53.2251
319.789	-4.03418
324.16	77.6333
328.529	262.46
332.89	285.801
337.249	184.514
341.602	124.435
345.954	80.8149
350.298	208.804
354.639	241.125
358.975	147.688
363.307	-81.9312
367.635	-178.186
371.958	-249.341
376.278	-239.652
380.594	-234.022
384.905	-244.921
389.213	-208.977
393.512	-149.232
397.811	45.3137
402.104	134.947
406.393	328.677
410.68	750.317
414.959	602.038
419.236	181.667
423.507	-75.0049
427.775	-199.641
432.038	-156.354
436.299	13.9829
440.553	-69.3289
444.802	-243.053
449.049	-365.428
453.291	-371.269
457.528	-334.014
461.762	-309.302
465.991	-328.26
470.215	-252.413
474.438	-189.749
478.652	-191.485
482.865	-92.6941
487.071	-62.4114
491.273	-233.368
495.474	-281.473
499.667	-285.248
503.857	-185.815
508.044	-15.96
512.227	-22.2966
516.403	-182.126
520.576	-153.295
524.745	-142.24
528.91	-61.9312
533.071	-167.304
537.224	-221.095
541.377	-221.034
545.522	-253.879
549.667	-204.888
553.804	-75.283
557.938	61.8167
562.067	-118.208
566.195	-173.025
570.316	-214.696
574.432	-136.77
578.544	-77.938
582.654	-46.3501
586.758	17.1768
590.858	85.3157
594.953	153.288
599.043	218.457
603.13	226.802
607.215	394.817
611.292	514.736
615.365	502.159
619.436	366.345
623.499	199.202
627.561	66.7437
631.619	36.8066
635.673	24.8015
639.719	21.8357
643.763	82.8127
647.801	94.209
651.838	78.6211
655.869	82.2261
659.896	44.3491
663.917	11.8662
667.937	23.3279
671.95	4.646
675.958	17.0547
679.964	54.2786
683.963	83.2883
687.961	131.477
691.952	140.643
695.941	232.346
699.924	292.184
703.904	350.727
707.88	253.96
711.85	269.991
715.816	362.497
719.777	495.743
723.738	525.875
727.689	518.362
731.64	528.09
735.586	475.854
739.526	333.808
743.462	258.226
747.393	331.567
751.32	442.166
755.245	504.812
759.165	538.911
763.079	451.481
766.989	262.288
770.897	263.336
774.798	362.419
778.695	231.838
782.591	184.594
786.479	148.154
790.363	105.121
794.244	113.018
798.121	171.726
801.992	296.112
805.859	398.548
809.724	311.321
813.582	165.768
817.437	151.584
821.288	94.667
825.134	164.093
828.976	242.517
832.816	621.548
836.649	1395.74
840.476	1340.45
844.302	1384.14
848.122	2441.28
851.938	3334.75
855.751	2057.51
859.558	925.934
863.362	727.443
867.16	792.527
870.955	889.961
874.746	824.748
878.533	923.896
882.315	1545.78
886.092	1894.22
889.865	1973.09
893.634	1008.89
897.4	285.106
901.16	35.2229
904.915	147.714
908.668	400.524
912.416	287.616
916.161	229.799
919.899	422.721
923.635	783.564
927.365	626.846
931.091	142.861
934.814	-2.32275
938.531	57.4495
942.245	366.678
945.954	1089.47
949.659	2064.73
953.36	1722.59
957.056	866.196
960.749	725.506
964.436	1367.84
968.12	1888.87
971.8	1516.59
975.475	1610.34
979.147	1504.29
982.813	1017.45
986.475	656.76
990.133	468.139
993.788	489.169
997.437	404.183
1001.08	597.612
1004.72	850.998
1008.36	971.327
1011.99	956.931
1015.62	1542.06
1019.25	2075.58
1022.86	1846.51
1026.48	1346.56
1030.09	1293.21
1033.7	1480.64
1037.3	1820.95
1040.9	2335.16
1044.49	2703.6
1048.08	2779.58
1051.67	2931.11
1055.25	5064.65
1058.83	12966.2
1062.4	20487.4
1065.97	13275.6
1067.25	8803.27
1071.1	3018.85
1074.95	2408.87
1078.8	2497.8
1082.64	3309.45
1086.48	2594.5
1090.32	2175.9
1094.15	2229.08
1097.98	2154.79
1101.8	3893.36
1105.62	8593.62
1109.44	12885.7
1113.25	7577.96
1117.06	4613.77
1120.87	4545.79
1124.67	4278.82
1128.47	6806.33
1132.26	6041.89
1136.06	4077.79
1139.84	3146.75
1143.63	1219.81
1147.41	358.353
1151.18	244.607
1154.95	313.408
1158.72	1056.66
1162.49	1902.49
1166.25	1464.49
1170.01	1189.06
1173.76	1440.13
1177.51	908.518
1181.26	933.203
1185	556.076
1188.74	107.131
1192.47	-1.52539
1196.21	-245.215
1199.93	-307.291
1203.66	-246.325
1207.38	-214.37
1211.09	-177.417
1214.81	-189.5
1218.52	-333.101
1222.22	-304.628
1225.92	-135.719
1229.62	80.9316
1233.32	56.7539
1237.01	115.614
1240.69	161.042
1244.38	435.074
1248.06	954.931
1251.73	1421.86
1255.4	2590.1
1259.07	3747.62
1262.73	3576.54
1266.4	3669.65
1270.05	3406.6
1273.71	3291.49
1277.35	3076.3
1281	3104.8
1284.64	5002.92
1288.28	9585.16
1291.92	21989.6
1295.55	29658.5
1299.17	13896.1
1302.8	6314.23
1306.42	3631.12
1310.03	2399.53
1313.64	1596.06
1317.25	1064.28
1320.86	745.148
1324.46	479.334
1328.06	327.407
1331.65	351.104
1335.24	196.961
1338.82	254.317
1342.41	542.264
1345.98	939.109
1349.56	661.445
1353.13	404.236
1356.7	556.353
1360.26	618.609
1363.82	1193.34
1367.38	1755.58
1370.93	1733.9
1374.48	868.571
1378.02	143.588
1381.56	-108.432
1385.1	-251.024
1388.63	-251.396
